date,title,description,location,url,long_description,standort,branchen,mitarbeiter,jahresumsatz,preisvorstellung,international
30.10.2024,Hochwertige Gastronomie in Dresden,Eine gehobene und moderne Gastronomie in toller Lage in Dresden mit breitem Publikum und 17 Mitarbeitern sucht einen Nachfolger.,Sachsen / Dresden / Dresden,https://www.nexxt-change.org/DE/Verkaufsangebot/Detailseite/detailseite_jsp.html?adId=212222,"
Eine gehobene und moderne Gastronomie in toller Lage in Dresden mit breitem Publikum sucht einen Nachfolger. Die frische Küche zeichnet sich durch regionale Spezialitäten und saisonale Gerichte aus. Im stilvollen Ambiente finden neben dem á la Carte Geschäft eine große Anzahl verschiedener Veranstaltungen, von Jubiläen, Hochzeiten bis hin zu Firmenfeiern oder saisonalen öffentlichen Feiern statt. Dazu stehen abtrennbare Räumlichkeiten in verschiedenen Größen (10-150 Plätze) sowie eine aussichtsreiche Terrasse zur Verfügung. Somit lassen sich mehrere Gruppen parallel bewirten. Das Objekt (ca. 1900m²) ist gepachtet und wurde vor wenigen Jahren renoviert, ist nun klimatisiert und barrierefrei sowie mit einer neuen Küche ausgestattet. Die weitere Einrichtung, sämtliche Ausstattung sowie Name und Marke sind Eigentum des Pächters und werden mit verkauft. Es liegen bereits Buchungen für Festlichkeiten bis weit ins kommende Jahr vor. Weitere Potenziale liegen z.T. in der zunehmenden Nachfrage im Eventbereich, dem Ausgleich der saisonalen Schwankung, Stärkung des Tagesgeschäfts oder in der Positionierung eigener Events. Der Übergeber ist in erster Linie für Planung, Events und Personal zuständig. Das Unternehmen wird aus persönlichen Gründen abgegeben, wobei in erster Linie ein Komplettnachfolger für die Betriebsgesellschaft und Pacht gesucht wird. Dieser sollte über das Gastgeber-Gen verfügen, der repräsentativen Rolle des Wirtes gewachsen sein und über unternehmerische wie betriebswirtschaftliche Erfahrung verfügen, um ein Betrieb dieser Größe fortzuführen. Für die weitere Entwicklung des Betriebes sollten in naher Zukunft für wichtigen Bereiche leitende Positionen eingesetzt werden. Hieraus ergibt sich grundsätzlich auch die Möglichkeit, einer Teilhaberschaft an der Besitzgesellschaft und gemeinsamer Fortführung unter genauer Aufgabenteilung.

Rechtsform: Personengesellschaft
Standort: Dresden
Branche: Gastronomie
Zeitraum: Ab sofort
Abgabeart: Teil oder Komplett
Umsatz > 1.2 Mio. €
Angestellte: 13 + 5 Aushilfen",Sachsen > Dresden > Dresden,,11 - 20 Beschäftigte,"über 500 Tsd. - 2,5 Mio. Euro",Nicht veröffentlicht,
30.10.2024,Profitabler Anbieter Häuslicher Pflegedienstleistungen,Das Unternehmen ist spezialisiert auf die Erbringung von Dienstleistungen im Bereich der Häuslichen Pflege.,Mecklenburg-Vorpommern,https://www.nexxt-change.org/DE/Verkaufsangebot/Detailseite/detailseite_jsp.html?adId=200739,"
Das Unternehmen ist im regionalen Marktumfeld ein langjährig und gut
etabliertes Dienstleistungsunternehmen mit hervorragendem Ruf. Ein
offenes und faires Betriebsklima führen dazu, dass Mitarbeiter teils schon
sehr lang im Unternehmen sind. Die gut ausgebaute IT-landschaft sorgt für
effizientes Arbeiten und pünktliche Terminumsetzungen.

Basics:
- Hoher Grad an Stammkundschaft
- Wenig spürbarer Wettbewerb
- Gut funktionierende Organisation mit 2. Führungsebene
- Digital eingeführte Prozesse
- Ein betriebswirtschaftlich gesundes Unternehmen mit guter funktionaler Ausstattung
sowie komplett vorhandener Infrastruktur
- Standortsicherung durch langfristigen Mietvertrag oder optionalen Kauf der Immobilie
- Deutlich skalierbares Geschäftsmodell",Mecklenburg-Vorpommern,,11 - 20 Beschäftigte,"über 500 Tsd. - 2,5 Mio. Euro",Nicht veröffentlicht,Nein
30.10.2024,Karosseriefachbetrieb und Autolackierei,Karosseriefachbetrieb und Autolackierei zu verkaufen .,Nordrhein-Westfalen / Düsseldorf / Essen,https://www.nexxt-change.org/DE/Verkaufsangebot/Detailseite/detailseite_jsp.html?adId=202767,"
Ein alteingesessener Karosseriefachbetrieb und Autolackierei zu verkaufen .
Die Werkstatt ist voll ausgestattet und hat einen sehr guten Kundenstamm, zudem befindet sich diese in einem wirtschaftlich starken Gebiet. Eine Lackierkabine sowie sämtliche erforderlichen Maschinen und Werkzeuge sind vorhanden.
Der Betrieb hat eine Größe von ca 800 qm .",Nordrhein-Westfalen > Düsseldorf > Essen,,Nicht veröffentlicht,über 50 - 250 Tsd. Euro,über 50 - 250 Tsd. Euro,Nein
30.10.2024,Waffenhandel & -großhandel Online & Offline zu verkaufen,"(Groß-)Handel für Jäger, Sportschützen, Sammler und Behörden mit Wachstumspotenzial.",Niedersachsen / Hannover / Hildesheim,https://www.nexxt-change.org/DE/Verkaufsangebot/Detailseite/detailseite_jsp.html?adId=211807,"
Verkauft wird ein Handel für Jäger, Sportschützen, Sammler und Behörden für Waffen und Zubehör. Wir vertreiben im Schwerpunkt online, bauen jedoch auch ein kleines Ladengeschäft (in Hildesheim, Niedersachsen) auf. Wir vertreten mehrere Marken (Waffen, Waffentaschen, Schalldämpfer) im Großhandel exklusiv in Deutschland und teilweise auch Europa und beliefern sowohl den B2B als auch den B2C Markt. Das Geschäft wird aktuell von Teilzeitmitarbeitern betrieben und bietet mit entsprechendem Einsatz großes Wachstumspotenzial. Die Mitwirkung des Eigentümers liegt bei einer einstelligen Stundenzahl im Monat - es ist jedoch empfehlenswert, diese Mitwirkung zu erhöhen.

Das Geschäft ist aktuell zu 100% eigenkapitalfinanziert ohne Ausstände.

Alle Mitarbeiter sind selbst aktive und erfolgreiche Jäger und Sportschützen und verfügen über eine Waffenhandels- oder Stellvertreterlizenz. Eine eigene Handelslizenz ist daher nicht zwingend nötig, wird jedoch empfohlen.

Die Firma hat einen aktuell mit sechsstelligem Wert bewerteten Lagerbestand an Waffen und Zubehör und erzeugt einen jährlichen, mittleren fünfstelligen Betrag an EBIT.

Der Verkauf stellt den Exit des Firmengründers und Eigentümers dar, dessen zeitliche Verfügbarkeit aktuell nicht ausreicht, um das Geschäft angemessen weiter zu entwickeln. Aufgrund der Natur des Geschäfts ist beim Kauf durch eine natürliche Person eine juristisch (weitestgehend) weiße Weste vorausgesetzt.",Niedersachsen > Hannover > Hildesheim,,Nicht veröffentlicht,über 250 - 500 Tsd. Euro,über 250 - 500 Tsd. Euro,Ja
30.10.2024,Osteopathiepraxis in Ostwestfalen zu verkaufen,Ich verkaufe meine sehr gutgehende Praxis für Osteopathie. Bin Heilpraktikerin mit Schwerpunkt Osteopathie. Seit 7 Jahren führe ich die Praxis alleine.,Nordrhein-Westfalen / Detmold / Herford,https://www.nexxt-change.org/DE/Verkaufsangebot/Detailseite/detailseite_jsp.html?adId=212114,"
Die Praxis ist mittlerweile sehr bekannt so das ich eine Warteliste einrichten musste.
Der Jahresumsatz beträgt bei Arbeitszeiten von 3-4 Tagen in der Woche ca. 70.000€ p.a.
Natürlich kann der neue Besitzer/in auch 5 Tage in Woche arbeiten. Die Patienten anfragen sind definitiv da.
Dementsprechend dann auch der Umsatz.
Günstiger Praxisraum mit Durchgangsverkehr, professionelle Liege, Büroeinrichtung usw. sind in Preis mit inbegriffen. Patientenakten werden übergeben. Eine ordentliche Übergabe und Einarbeitung ist ebenfalls gewährleistet.",Nordrhein-Westfalen > Detmold > Herford,,bis 5 Beschäftigte,über 50 - 250 Tsd. Euro,Nicht veröffentlicht,Nein
30.10.2024,Elektrotechnische Beratung mit Potential für Veränderungen und Ausbau,Ein 1 Personen-Unternehmen für die Beratung von Entwickler-Teams von elektronischen Komponenten. Zurzeit ausschließlich im Bereich analoger Elektronik.,Niedersachsen / Hannover / Region Hannover,https://www.nexxt-change.org/DE/Verkaufsangebot/Detailseite/detailseite_jsp.html?adId=211975,"
Der Schwerpunkt meiner Projekte lag bisher im Bereich der analogen Elektronik mit den Tätigkeiten Konzept, Simulation, Schaltungsentwicklung, Layout, Test und Inbetriebnahme.

Ein Kandidat/ Kandidatin für die Nachfolge kann diesen Schwerpunkt erweitern und ausbauen.
Es besteht großes Interesse beim Nachfolgeprozess mit meinen Kenntnissen und meinem Labor in der Übergangsphase und danach Unterstützung zu leisten. Die Übergabe könnte zum Jahreswechsel 24/25 erfolgen. Eine Unterstützung könnte weitgehend remote erfolgen.
Durch die Vorgehensweise kann der Standort des Unternehmens im gesamten deutschen Raum sein.",Niedersachsen > Hannover > Region Hannover,,bis 5 Beschäftigte,bis 50 Tsd. Euro,Nicht veröffentlicht,Nein
30.10.2024,Meisterbetrieb in der Gebäudereinigung sucht Nachfolger/Käufer,Namens und im Auftrag unserer Mandantschaft suchen wir einen Nachfolger/Käufer für einen am Markt etablierten und mittelständigen Gebäudereinigungs-Meisterbetrieb.,"Bayern / Oberbayern / München, Stadt",https://www.nexxt-change.org/DE/Verkaufsangebot/Detailseite/detailseite_jsp.html?adId=209665,"
Namens und im Auftrag unserer Mandantschaft suchen wir einen Nachfolger/Käufer für einen am Markt etablierten und mittelständigen Gebäudereinigungs-Meisterbetrieb. Dieser ist spezialisiert auf Unterhaltsreinigungen und Glasreinigungen.

Das Unternehmen wurde 2010 vom jetzigen Inhaber als Einzelperson, zunächst ohne Mitarbeiter, gegründet. Das Unternehmen wird heute in Form einer GmbH geführt.

Seit der Gründung ist das Unternehmen stetig gewachsen und beschäftigt aktuell um die 200 Mitarbeitenden, mit welchen etwa 3,8 Millionen Euro Umsatzvolumen im Großraum Oberbayern und Schwaben betreut werden. Das EBIT liegt etwa bei 150.000 Euro; hinzu kommt das aktuelle Gehalt des Geschäftsführers von etwa 215.000 Euro pro Jahr.
Das Unternehmen hat sich durch sein professionelles Auftreten einen hervorragenden Ruf in der Region erworben und bietet seinen Kunden individuelle Lösungen und Dienstleistungen an. Der Kundenstamm besteht nur aus gewerblichen Kunden. Das Geschäftsmodell bietet ein ""Rundum Sorglos Paket“ – das heißt, der Kunde hat und hatte immer einen direkten Kontakt zur Geschäftsführung.

Zum Kundenkreis zählen sowohl privatwirtschaftliche Geschäftskunden, als auch öffentliche Einrichtungen und Institutionen. Insbesondere die privatwirtschaftlichen Geschäftskunden verbindet mit dem Unternehmen eine langjährige Zusammenarbeit und es bestehen entsprechend nicht befristete, Verträge.

Ich freue mich über Ihre Interessensbekundung über das Kontaktformular in diesem Inserat.","Bayern > Oberbayern > München, Stadt",,über 100 Beschäftigte,"über 2,5 Mio. Euro",Nicht veröffentlicht,Nein
30.10.2024,Verkaufe gut gehendes Taxiunternehmen,Verkaufe aus gesundheitlichen/privaten Gründen unser Taxiunternehmen.,Saarland / Saarland / Merzig-Wadern,https://www.nexxt-change.org/DE/Verkaufsangebot/Detailseite/detailseite_jsp.html?adId=212215,"
Verkaufe aus gesundheitlichen/privaten Gründen unser Taxiunternehmen.
Unser Unternehmen verfügt über 6 Taxikonzessionen und 2 Mietwagenkozessionen (beinhaltet Taxis, Rollstuhlfahrzeuge, Bus).

Es befindet sich im Landkreis Wadern.

Wir haben unseren festen Kundenstamm, der natürlich auch noch erweitert werden kann.",Saarland > Saarland > Merzig-Wadern,,6 - 10 Beschäftigte,über 250 - 500 Tsd. Euro,Nicht veröffentlicht,Ja
30.10.2024,Maler im Bodenseekreis sucht Nachfolger (m/w/d),Malerbetrieb: 2-3 Angestellte mit hauptsächlich Privatkundschaft sucht Nachfolger (m/w/d). Umsatz jährlich 380.000 Euro,Baden-Württemberg / Tübingen / Bodenseekreis,https://www.nexxt-change.org/DE/Verkaufsangebot/Detailseite/detailseite_jsp.html?adId=212214,"
Malerbetrieb: 2-3 Angestellte mit hauptsächlich Privatkundschaft sucht Nachfolger (m/w/d). Umsatz jährlich 380.000 Euro


Die Angaben stammen vom Eigentümer. Weitere Angaben erhalten Sie auf Nachfrage. Dazu leiten wir Ihre Anfrage direkt an den Eigentümer weiter.

Diese Dienstleistung der Handwerkskammer Ulm ist für Sie kostenlos. Dieses und weitere Inserate finden Sie in unserer Betriebsbörse unter: https://www.hwk-ulm.de/betriebsboerse-angebote/betriebsangebot-24-10-2024-0410/",Baden-Württemberg > Tübingen > Bodenseekreis,Handwerk > Ausbaugewerbe > Maler und Lackierer; Baugewerbe > Ausbau > Maler und Lackierer,bis 5 Beschäftigte,über 250 - 500 Tsd. Euro,Nicht veröffentlicht,
30.10.2024,Umzug und Entrümpelung,Etabliertes Umzugs- und Entrümpelungsunternehmen mit gutem Onlin-Auftritt. Perfekt für den sofortigen Einstieg!,Bayern / Oberbayern / Starnberg,https://www.nexxt-change.org/DE/Verkaufsangebot/Detailseite/detailseite_jsp.html?adId=212113,"
""Zum Verkauf steht ein bekanntes Umzugs- und Entrümpelungsunternehmen mit starker Online-Präsenz und solidem regionalen Bekanntheitsgrad. Die Firma ist ideal für Gründer, die sich selbstständig machen und von einer bestehenden digitalen Reichweite profitieren möchten. Es bestehen erfolgreiche Kooperationen mit anderen regionalen Umzugsunternehmen, die den Start erleichtern und zusätzliches Potenzial bieten.

Bitte beachten: Es bleiben keine Mitarbeiter im Unternehmen – das Team muss neu aufgebaut oder durch familiäre Führung ergänzt werden.""",Bayern > Oberbayern > Starnberg,,Nicht veröffentlicht,über 50 - 250 Tsd. Euro,über 50 - 250 Tsd. Euro,
